dataset,item_id_hash,source_content_hash,item_content_type,item_format,eligible_for_llm_scoring,llm_exclusion_primary_reason,llm_exclusion_secondary_flags,content_sufficiency_rule_version,has_image_dependency,has_dynamic_template,graphie_only_no_question_text
junyi,e2a704b871d926f9f5c566dbbf5468c8dd8cd1afc5df8b5bc83091ca33a04e96,3925fc29850f92133014f2f970ec2359f4e09a1d8253e3d7b94e9666c424c01d,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,3d6a92853d31943d94f674d6876eb93e0ed8a021873334a1cd3ad5945db689f0,cf4d16bbf5b8ccfbe92c60a65f81072638f99653cd338b870805a3ba9d98e6c0,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,0a35643b59f1b538fa44712580ace1c5c9f93d49c373a8fa05d608cd496c6dc4,a9d6c21f361e7393bafdba8e80ea00a6abbccd4ff893c2bf687e2433185d1b5c,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,aa134253187015017c2414bf26ac07b548fa9edf37800c60d32eb0b6e812ffb5,edf74d6609ddf37b14a212696f9e7cccdbf69b548d9581c1303da8a2b3119cc3,html_question_div,fill_in_or_graphie,False,EXCLUDE_UNRESOLVED_TEMPLATE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,01ab6dee201738b80d02b339791ecbc54a8ec3292d264eab0fb266e44f492899,25ae6df60bea7e37d096a5da78082ea58afc1e90bcd6c871522749f3ae8565f2,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,3b32a8d8ea95999b8d1ab547ed0a5658603bfb56faa1130a8eefca9a4e98e84c,9d30bd6ff551639933853c233c2b830ed35f1f0fffdc50164e77444bf82d9396,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,1c0fee22956ef9d652e925e3f4edd99c15bbedf3223c413d9f802b54b9a6e398,1387258cba4a7fc51aadf9365a39718139a1bc1056f6699f8c32cdcc0e7104ee,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,bdb86925471b3bb6e1b335526b61578d8d68f947312b073e7b92b8548e055628,9d30bd6ff551639933853c233c2b830ed35f1f0fffdc50164e77444bf82d9396,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,123b503fa08d7462d6a95468ae998deca7f3a506d6f3e735122e7f280b0931e3,fa2886dc828051e4b2ef553615fc91528b7c611336a13a2f86df8fde3fad2904,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,335b6b597ca166ac663dec42b6dcac59ba506b670d360e62ca287b5c047639d0,ef0ae479013ca07c3cae8704954e3e279a080a12cce9b39156dd157580cdb29d,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,caf1dc8ea8a63aca7bd9e10bdb2bebeefc183bc80fa08ba3fa2ea0c0c93c418f,3aa7fee41f1e7bd02379e716d434057d557aafb0f258cfb1fdb165b4de12a6a6,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,4929ab22088da50843dd5967e29e02c165f860b5b352bd9d70d0d2a81cc024ba,14fd92f4def0b57f04c9a7f88568ead969ac6ae376c9ca63dc4773013e22c28a,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,31db5c1f1a2fee9d9fcea3c32f5edac8aa6c9c888f6ce2ab468f91e84d0564ac,cf3fe47d9a80de3e4c901bdee16d846582188244c207670c32ac72e86e49d5e9,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,4c1fa237306095a528568584b295cb77a24e7e89d18146db4ddda0d3b041c6f1,0e80d034e37c98daf99702338213dcc1fc1a2aedff69989514ac486b4feb5b69,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,bc28d3f0bdc0a53f6a7870be1bdaffa80c24cb5401c837d07691c9f984549547,3168141db7e95dd5fcece6ca54e04f06b51fee9d5b68e3505868485f2aec237f,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,efc160820e62dff8caa4cf96919ed0f76b840d5ab96679a9f901a6db379a61bf,cfe48923bf92db5c4a5986a82286591a2a23e11ec9bbd365c9dcd939898ce6fd,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,e166f0b400561e609a66db19ba8b135c1a969999e04be7521d99a6065c602578,a71bde7d5402c1e8484c5c5223aeb7db4c949dd6d517700b63713285556d9aaf,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,3e4c3a39438b883903fbc045bd543aa8e84f2b53b70cc6efa35fed3da3dfc83d,59e5dcac0376def5f8a0f2250a0de165b47814b0c8edafc4959f746c607de045,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,b497bcc1909f0c2f53041c7a90049ca114332074de5ade047616e3e68dae4499,a8ac52bb1ad6ba0d52dff1e65cab90e414c026e0ae36709638062849692e0b25,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,ca9e1721d4d6d6e1863b5f139f020a14bb469f1b9c906aff61056b4aa2fe8508,0ddac0a3dfd989d8a5f7fa76fe3f696d26ceb35b101f8fc48832cf96fd961b9e,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,9ff5e068cc6ff789401cdf678f6e733b4affb902c0c3982a7bff114f085e5b00,635684073c70250a81c7e723a7330bed44e070ce0259d81867d9dd6e4418620a,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,19f9e52abb824dfaf50b8eed8b8e3fd36879115ddfb9dc7df2713808b59d7fe0,18123f67a51aada6537493ac645ae31e4edcaf9b5f9fbea6d817b9ed3a181639,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,abd5b963813e33ee6783b40f4f009e2e1f02477fa28826a97ea8f1377f11c78e,a7470a56ea3ad40e54cef438081f0655dfc8217bf088899ab4475a42cc534658,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,736ce679b9527b0d84e49ad79d9ce0e02d565c80679676a5c3d5760cc2f66b94,a69dad7a0a89505786ee7aa2f19b06ced3853e34448d2f2024b120b1ed5f14b5,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,5444708d2b37698be198af7abcce63b4192efcb62da3ac136fe8c7bdd1416a74,b8ac7b19c7d62df5dba6663ef4b076937e242d28df2f3a282863896436fb699d,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,d2470461fc3b65a146b728aa37a09445db430e479bacab41a823abc263e4c13f,837e7b48ad2f42a13762ec208571a6927ab6a24012ac0180486283e74a3f56b0,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,1ba4cd2effa793c920aca4c7071396d466aa9f46ad7c024d40171e4a1af1c277,f90e1eed865628c5efcf5c2e1e052d36434e6caaf0e744d23e71fbc1e61f3621,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,832a3447e7cae4a4677e3434a81653c4275e8994f3df87350cb474b19dc3b851,5a633d374e048b33c891e883d9e99973d519cfa9d6feb9cd31437258d1b7952c,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,c3d56fd0b93abf406c490974846cd64f5f9a25dda4ea0a828887792a42411489,3ed6f7b887363ca7e7bb6a57d661c9ce4e077eef1eb4e16d92b5126230927a22,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,e1b7304d40c6baa5243375a6cfd689944cac5268cd596a13ccd1dadd2182f51d,b7881aafdbbc820560d981cf21afb4e1be002a9cc8fcefe6c337cba8ea701925,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,e2f8eb4332c396e2e7b49fbe292796979d61a8aa32007a387642396b4786e4d6,0e39c279110006bba9d0c7382b600b37733f2acd861772eefe5792fea0cefe5c,html_question_div,fill_in_or_graphie,False,EXCLUDE_TRUNCATED_CONTENT,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,1ae2ad08f85fb771aafab81cc583fb7b86c65ff2605a777cf1a8200ca00655f8,044f523eadfdba76f04a3bda27656e40977565e61ce6e81d8ede914faae66a5e,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,ed167aff58a26caaaa993f9d0ee7a94fee218c3bf57f87fc1aa02513cea68d0f,df366b3a3bce569fada2c4c32ba6fad987ef9a717a3b11cbc4616d2b7f1b3029,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,4167389e63365af6e527a7abb55fd6e1480b481c835c674191d594dbf0b9f4a0,f4c67178c1532e58920ae511df5d4e6932d8680c046fd3992ab34d9e1406f6aa,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,554feb5681f683a22718169366576e700adf1c7effaa64c4ab3de38460ac207d,f39abfda23fc3f339ed6d9e1acadb9c363c3d9ab7b9abae1af06a770e29a6d64,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,30eb4346d419558332af4cf66030a53922bc0abbdae85d887552445ef29fe316,520427cf94f60bc1a77efabbb758ddba36f20419c720d44c77bfaa4cdc3c3d01,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,4ee5b0f3f5a8358411255aa5f499aa084e2b163c68e1d8b349d7b98636455481,9f9d3e38b9c8b089bc762164abdb7b868cf543d11479901575ec37407c0129d0,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,38e023dad97e89d2f8e88e40c41f7707025c38748e3d1f88c7177ffbd6848dad,5712d3a925aca1613ba3ddf9d18a2ba3346bfa4a683708ce20a83786937c08f3,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,6d2fb6327f389193911c26fd795f68eabecd23fcad2c1263b1378035bc814aa4,bd5e8e79673de6701055669d3ca06cf81f016aa92e9d4fafc9bf9c0753f22782,html_question_div,fill_in_or_graphie,False,EXCLUDE_TRUNCATED_CONTENT,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,24f2f71ba94704548862470d13b57f57e24c632e1e95bc2acc25eca310f22baa,bd5e8e79673de6701055669d3ca06cf81f016aa92e9d4fafc9bf9c0753f22782,html_question_div,fill_in_or_graphie,False,EXCLUDE_TRUNCATED_CONTENT,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,ccef7a7eb5c680a681f92581734533b9ece5290a0547d1e0a8f13dc71c0d2db0,bd5e8e79673de6701055669d3ca06cf81f016aa92e9d4fafc9bf9c0753f22782,html_question_div,fill_in_or_graphie,False,EXCLUDE_TRUNCATED_CONTENT,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,3b383b46734dac6c2aaa371646dc309456bd715d0f576d4d876a384b68ea9766,bd5e8e79673de6701055669d3ca06cf81f016aa92e9d4fafc9bf9c0753f22782,html_question_div,fill_in_or_graphie,False,EXCLUDE_TRUNCATED_CONTENT,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,df5fe41ec1fd543a91101b45d2140888c4458144029bafc9fe9aff0f167baaf7,147830f90ecc0bae969410034eb87055cc9cce1bc3dbdecd272af194585863f1,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,ac453791cbf830a636eba780b1265b547a9266ada09f7b2063ba68b440ef26a2,d811e319530140fe97e98826b50c4ed179914a93f0d6a2800c937bd62955c34e,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,fcbc821860c9f2f451df10c34982d5c1383a9c87b686a807cbf71c4003db8f8c,b469e8123b74f6b2491f4234d9fb9f3e7bc36fa3d81e44e1ae06e9582def51b2,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,dc3f4cb4b93dd2f23424bcad201f7e968626cd03ee2e2b6574bed3f2761a175d,70868d9fa0a0987d298ed24ccb4103839c92a9b45fb24ae13dac7c12d47d33f4,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,c25147028af76429aab634f1a084e9d8e68510ba3f1acb265cc43d688d82ed5f,c70f086a46546ec04c0909b1c57c973971aa72b1c524c31a0b34a6b170587b4b,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
junyi,12ab671f49c504af589532f7ebdb1b171fe35e35fef558ecabb3d1f154a7fb2a,272ec4f8fcf10b2137f65b2514e791c70dbcdc9ef66b8d586065060387e4c910,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,73611fbdd033e28ec537c134e14906b1f8bd149df7ddb8a7c8eb4b7458084909,033ccfb7eebb6735920f0e444194b559ee8b777246017a52e3e94af393083b7e,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,70b84a21baf768d69d629dbaf61a2ebfbbb74db2a9384d22af25f86e27c9b71f,1ea16b1662e58f6dcac52b4cfc8eeda0111539cdceb85c0b31bff2ca2830db37,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,ec3d545f4628fee899ebcd63f20e6c5bf910ac7e6a3deadd3bdcefce8ba20b0f,1fedba6af63efb525d55c4815a75e39d4f593612f9073eb94c5eabfac26de79a,html_question_div,fill_in_or_graphie,True,PASS_TEXT_COMPLETE,question_div|dynamic_template,content_sufficiency_v1,False,True,False
junyi,992bfae6e402ed9261e24e379124e0208de0068863cfb24ea95a24774c8c8d6a,e756874e91b5da159376cba5197a2cc964140eab6f688094f737e32bd9f94679,html_question_div,fill_in_or_graphie,False,EXCLUDE_REQUIRED_IMAGE,question_div|dynamic_template|image_dependency_flag,content_sufficiency_v1,True,True,False
