item_id_hash,response_count,student_count,item_content_present,item_content_type,item_content_intelligible,mathematical_problem_present,answer_information_present,correctness_join_valid,sequence_join_valid,skill_mapping_present,eligible_for_llm_scoring,eligible_for_kt,decision,audit_note,content_preview_hash
972d188d441f8665,38940,31762,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,2f8a1e3a0b9abcd1
68d3c01d7e54cdc7,34987,24756,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,f7125a7984d4978e
7ea39f6b7da0279e,30387,19856,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,bdca877ea8a3cb84
aa4e08ba9c4b292e,297,166,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,d22b272f3e3d5548
ed834dd265ceeff8,2787,2234,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,8ebc606d1bd1c50e
617ff0661a32bb2d,2300,1968,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,6b43696a608aa967
89e81b94d6b73a58,2518,2201,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,4aa22560dbc0f76c
5dacd7409a64e994,4656,3966,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,de426e065036f593
a5907712c779302e,13364,8959,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,8b0c922c1512c165
10a1551b8f9edbd1,1372,1224,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,a4cbfbc3220c2067
7c7d154c176abf84,1006,885,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,7374de93fee16cfb
435fa5b7c650b142,2305,1731,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,e877a911df2c8013
1adb808818b9ca69,41980,33832,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,cec6032fc659956c
72ca09499792a79a,4049,3122,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,78ad8aa42377a17b
cf3bd1093c09528e,22236,18345,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,593ad5b260a94dee
8df5cc5e7fb8d494,2251,1978,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,6662bad6e0e9e84a
f34749d56b5f04ca,18793,14467,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,e8d5b76108e0a6ed
0449351b9323f45f,3452,2758,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,b1f2a80dea7c60e6
deaca64769506389,351,292,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,10d2f1fdb7cf5c37
2f204142e2550d77,27527,20272,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,e968a105c0feda83
23ffe8f4e2cb5a04,7837,6882,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,90c44956f74c0114
8eac25544b7abe25,2701,1516,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,c45eec4b1e35b38b
bdc4541c5194b8d4,13670,11590,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,17bf61e35f74774d
a07f1cf197457e55,11960,6655,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,d8a292d3f3d2aedd
d0cfb8d96cc69285,17366,10454,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,7cdbce63c7de3474
0710e0b048d3a78c,4410,3589,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,05341f2db9ac10ee
a9a7a797be341fe9,62628,48326,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,8efd9ebe590e7b12
00bc2f3e55f9d0fa,4349,3472,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,b98a33564388fdf5
16e3d29feee30aba,8971,6481,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,3137787449afa42d
2eb257e1661b2572,742,594,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,848b47d8826f8db0
9838a86e8c1d93ae,29933,25531,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,5396303924b3c8de
d89022b2568708e5,931,668,False,display_title_only,False,False,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,a78a6586a9afa005
df21a4568a57c965,701,472,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,9bc12cd77e9f2374
b5d2874925ebc3fa,8,8,False,display_title_only,False,True,True,True,True,True,False,True,FAIL,Only exercise slug + Chinese display title + topic metadata; no machine-readable problem stem in junyi_Exercise_table.csv,672cd31469ef17e1
